,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,part_time_beds,tag,index_right,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,str_geometry
3224,41178726,way,25.0,,hospital,,Quirino Highway,Quezon City General Hospital,,70308953.0,,,,5b838d5039b54daf8ea0592cc1e98967,,,,,,,4.0,,2019-05-16T09:01:07,,1116,Quezon City,Novaliches District Hospital,,GOwin,,30,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0344092004796 14.70056280689275),"POLYGON ((121.0340993256882 14.70054535126243, 121.0342547261731 14.70081809839169, 121.0347162337618 14.70058214781736, 121.0345675387995 14.70030671847908, 121.0340993256882 14.70054535126243))"
3378,525215804,way,31.0,,clinic,,Bansalangin,,,86433503.0,,,+63917 1199884,545a57e0c0c944338f2a0219874e533f,,Mo-Fr 15:00-23:00,,,,,3.0,,2020-06-10T03:22:51,29,,Quezon City,Project 7 Social Hygiene Clinic,,mipangan,,,,,clinic,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0233500095745 14.65451427203064),"POLYGON ((121.0232621954371 14.65444873948357, 121.0232729242732 14.65459148329461, 121.0234378801276 14.65457974863017, 121.0234321804335 14.65450456295869, 121.0234270674725 14.65443708863813, 121.0232621954371 14.65444873948357))"
3440,174086583,way,15.0,,hospital,,"Mindanao Avenue, Novaliches, quezon city",,,84063518.0,,,,27450eedab324c8b8ce81743875d4e9f,,,,,,,6.0,,2020-04-24T13:24:24,,,,Pacific Global Medical Center,,Adityo,,,,,,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0299748713438 14.6884757530265),"POLYGON ((121.0296810568874 14.68856861745584, 121.0300253854697 14.68870205735436, 121.0303096996254 14.68842578982577, 121.0298670513188 14.68823635881407, 121.0296810568874 14.68856861745584))"
3484,416585659,way,9.0,,hospital,,,,,84640496.0,,,,8371f024c99c4c0897bffb5de61759ad,,,,,,,2.0,,2020-05-04T18:03:50,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0723505735932 14.62381208391934),"POLYGON ((121.0722768829868 14.62384029220775, 121.0724177827792 14.6238528650625, 121.0724243206636 14.6237839658184, 121.0722834208713 14.62377122532558, 121.0722768829868 14.62384029220775))"
3840,96054542,way,15.0,,hospital,,,,,57460003.0,,,,eebf7eb5de5b443db7e06d43398474f2,,,,Bing,,,6.0,yes,2018-03-23T14:50:44,,,,New Era General Hospital,,Rally,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0666872668665 14.66424010536103),"POLYGON ((121.0659249929429 14.66377628897311, 121.0661450179012 14.6643866591622, 121.0663910267593 14.66506022890121, 121.0674048179482 14.66450157505471, 121.0673257766013 14.66394074191336, 121.0674022195582 14.6639387302566, 121.0674476494734 14.66387092065995, 121.0673653391842 14.66381635447027, 121.0672244393919 14.66372264479278, 121.0671764949057 14.66369087737976, 121.0668160730693 14.66381099005224, 121.0666697250398 14.66371728037475, 121.0664778632762 14.66360202920612, 121.0659249929429 14.66377628897311))"
3848,263167706,way,21.0,,hospital,,,,,85126661.0,,,,d28f7c3935314c31ada6a680191a5afe,,,,jklinc,,,3.0,,2020-05-13T07:22:36,,1100,Quezon City,New York Medical And Surgical Clinic,,Enteng Siaga,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0511390725172 14.62679013969261),"POLYGON ((121.0508736932333 14.62671955976688, 121.0509647207017 14.62675744596922, 121.0509436821247 14.62680488754117, 121.0513166768159 14.62696037184506, 121.0513313451465 14.62692734714653, 121.051359089246 14.62693883035388, 121.051403932428 14.62683799605873, 121.0513724164721 14.62682483647075, 121.0513796249088 14.62680882703566, 121.0513193590249 14.62678368132615, 121.0513255616333 14.62676985118591, 121.0512061195131 14.62672014650011, 121.0511834883745 14.62677094083332, 121.0511009266283 14.62673657503032, 121.0511235577669 14.62668578069707, 121.0509254933949 14.6266031351318, 121.0508736932333 14.62671955976688))"
3856,129765606,way,31.0,,clinic,,IBP Road,,,82315537.0,,,+63932 2959752;+63923 2790558,a261aebfa00d4e93bb57cc3acba69958,,,,Bing,,,4.0,,2020-03-17T19:02:39,1,,Quezon City,Batasan Hills Super Health Center,,mapbeks,,,,,clinic,government,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0884476371542 14.68625489474391),"POLYGON ((121.0883221925938 14.68620316056126, 121.0883564745778 14.68635302899, 121.0885730629558 14.68630667706546, 121.0885387809718 14.68615672481766, 121.0883221925938 14.68620316056126))"
3975,795424680,way,9.0,,hospital,,,,,84640496.0,,,,0f6476da87a247a4a8a29cd424560c76,,,,,,,2.0,,2020-05-04T18:03:50,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0726045734914 14.62398140154767),"POLYGON ((121.0725505521254 14.62399032827454, 121.0726504644113 14.62401044484216, 121.0726585948573 14.62397247482079, 121.0725586825715 14.62395235825318, 121.0725505521254 14.62399032827454))"
4026,52500674,way,15.0,,pharmacy,,Tandang Sora,,,39782531.0,,,,244af948ed4b469cac9a4dfa6d09f911,,Mo-Su 07:00-22:00,,,,,3.0,,2016-06-03T16:08:08,,,,Mercury Drug Tandang Sora - Visayas,,Ajie Ramos,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0430878082988 14.67609370922592),"POLYGON ((121.0429834724999 14.67604764667624, 121.0429998172111 14.67616499332067, 121.0431921818889 14.67613976379209, 121.0431757533587 14.67602241714766, 121.0429834724999 14.67604764667624))"
4159,123742894,way,9.0,,,,,,,28497519.0,,,,7594d70fa43d44e69d36fdcab3514829,,,,,,,2.0,,2015-01-30T01:50:19,,,,Twin Hearts Holistic Center,,nan_a,,,,,alternative,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0180608995899 14.63027612188743),"POLYGON ((121.0173615870601 14.6302131370096, 121.0181608853467 14.63069082167146, 121.0186180343458 14.63000032048802, 121.0185792261341 14.62993812676646, 121.0173615870601 14.6302131370096))"
4266,146831930,way,21.0,,pharmacy,,Holy Spirit,,,39711413.0,,,,89b2d69807544815b9f8b0045af59bad,,Mo-Su 07:00-22:00,,local_knowledge,,,4.0,,2016-06-01T14:02:40,,,,Mercury Drug Don Antonio Heights,,Ajie Ramos,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0811278849579 14.67994350961874),"POLYGON ((121.0809899551547 14.67994489637579, 121.0811857564128 14.68005763297347, 121.0812675637878 14.67994732712771, 121.0810704214252 14.67982679536007, 121.0809899551547 14.67994489637579))"
4288,795077097,way,9.0,,hospital,,,,,84640496.0,,,,4663268f9eb94568be7351afa1eb6d63,,,,,,,2.0,,2020-05-04T18:03:50,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0723518017992 14.62370574545161),"POLYGON ((121.0722891205654 14.62370576266181, 121.0723186248646 14.6237065170331, 121.0723177866743 14.62373719479871, 121.0724006836967 14.62373937409353, 121.072401521887 14.62370869632792, 121.0724023600773 14.62367927584776, 121.072319463055 14.62367709655294, 121.0722900425748 14.62367634218165, 121.0722891205654 14.62370576266181))"
4352,227924736,way,18.0,,clinic,,Maginoo,,,83966594.0,,,,5657ce05d6084779adbd391249e1351f,,,,,,,3.0,,2020-04-23T00:47:06,,1100,Quezon City,Urology Center of the Philippines Inc.,,Rhiannon Bevan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0535620789763 14.64221253874105),"POLYGON ((121.0534443391175 14.64217293937176, 121.0534840693385 14.64231258187863, 121.0537226183029 14.64222993631333, 121.0537104645433 14.64218098599881, 121.0536600893052 14.64217327464789, 121.0535099694194 14.64213287387457, 121.0534591750861 14.64212072011497, 121.0534443391175 14.64217293937176))"
4366,91599188,way,12.0,,hospital,,Commonwealth Avenue,,,83995929.0,,,,2a480cb41e20447d93c614db6955c3ea,,,,,,,4.0,,2020-04-23T10:43:20,,,,General Malvar Hospital,,aacorral,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0726390796972 14.66761661444124),"POLYGON ((121.0724896995084 14.66773891751743, 121.0727438388126 14.66774185118354, 121.0727457666503 14.66758242738516, 121.0727943816887 14.66751939547331, 121.0726812259959 14.66743792337445, 121.0726210439311 14.66751604271204, 121.0725644660847 14.6675024640289, 121.0725633764373 14.66759307240218, 121.072491375889 14.66759223421187, 121.0724896995084 14.66773891751743))"
4471,91187869,way,18.0,,hospital,,East Avenue,,,86387501.0,,,,f484c2a5d0784a20b5e76a7b5cc9927c,,,,,,,8.0,,2020-06-09T06:35:27,,1100,Quezon City,Philippine Heart Center,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0484052462166 14.64393225481684),"POLYGON ((121.0475418867218 14.6432892412364, 121.0476621670323 14.64379726838774, 121.0477759932774 14.64427973073441, 121.0479222574878 14.64487962354454, 121.0489649662426 14.64466278370944, 121.0492789523354 14.6446095586243, 121.0489017666926 14.64310936559431, 121.0488651377757 14.64295471948074, 121.0475418867218 14.6432892412364))"
4593,85238912,way,28.0,,hospital,,V. Luna Avenue,Armed Forces of the Philippines,,87069028.0,,,,59939af89b6b4b19a7c8962660b45950,,,,,,,12.0,,2020-06-24T07:31:41,,1100,Quezon City,Armed Forces of the Philippines Medical Center,,hariboneagle927,,,,,hospital,military,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0518776441098 14.63478552744311),"POLYGON ((121.0495585726253 14.63294287141611, 121.0500883927249 14.63518687453373, 121.0505308733934 14.6369944319531, 121.0544427914235 14.63611399684376, 121.0540573915156 14.63444733921673, 121.0540586488011 14.63413385603803, 121.0540630912098 14.63387954909575, 121.0540005622121 14.63369062099821, 121.0498429706 14.63250365968983, 121.0497088601492 14.63256057281237, 121.0495983866654 14.63292946037103, 121.0495585726253 14.63294287141611))"
4635,525405920,way,15.0,,,,Bukidnon,,,89115182.0,,,,fecebb8bbe854148a9fdfae15ad16596,,,,,,,2.0,,2020-08-08T04:53:44,,,Quezon City,Dr. Montano G. Ramos General Hospital,,Zharina,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0235314460358 14.65939634840809),"POLYGON ((121.0234092978378 14.659246373222, 121.0234763530632 14.65957972151122, 121.0236535464963 14.65954644535563, 121.0235865750899 14.65921292942835, 121.0234092978378 14.659246373222))"
4700,25795096,way,18.0,,hospital,,East Avenue,,,82615944.0,,,,f5c36881ad7949d88c42b8a4687078dd,,,,,,,7.0,,2020-03-25T14:35:37,,1101,,National Kidney and Transplant Institute,,simgis,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0472896489014 14.64726949053358),"POLYGON ((121.0466931352064 14.64721876126319, 121.0467736852959 14.64754817005789, 121.0471309220092 14.6474678714255, 121.0471995697961 14.64747616950964, 121.0472596680419 14.64752604183352, 121.047529397686 14.64779836986762, 121.0477947687405 14.64756736461615, 121.0478045755672 14.64755873125588, 121.0475257934677 14.64726854976803, 121.0475085267472 14.64717727084246, 121.0476178267645 14.64678298611719, 121.0472682175832 14.64669556286708, 121.0471757651911 14.64702145126248, 121.0471306705521 14.64709429000106, 121.0470496175484 14.64714424614397, 121.0466931352064 14.64721876126319))"
4996,844776778,way,21.0,,clinic,,"E Rodriguez Sr. Ave, New Manila",,,90483625.0,,,,8e9cfd453e85462bb08cbbfd53c9edc8,,,,,,,1.0,,2020-09-06T15:05:09,,1113,Quezon City,Elicaño Cancer Clinic,,Stephanie Agot,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0060079963943 14.61833824599638),"POLYGON ((121.0059336164542 14.61843924525982, 121.0059957263568 14.61844519641107, 121.0060879272917 14.61845198575264, 121.0060738456943 14.6182957470775, 121.006072923685 14.61823321807981, 121.0059481171467 14.61821243095994, 121.005935628111 14.61833229217532, 121.0059336164542 14.61843924525982))"
5023,193633009,way,21.0,,hospital,,Quezon Avenue,,,84000471.0,,,,55ce09405c604b549e41db076f316117,,,,,,,7.0,yes,2020-04-23T11:58:49,,1104,Quezon City,Providence Hospital,,Qwajo OSM,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0316809846292 14.6412286803624),"POLYGON ((121.0314075613031 14.64132779207478, 121.031705873237 14.6415077515359, 121.0319536422948 14.6411234412754, 121.0316818171749 14.64095932361127, 121.0316474513719 14.64101271633447, 121.0316209645579 14.64099687453748, 121.0314075613031 14.64132779207478))"
5037,795435799,way,9.0,,hospital,,,,,84640603.0,,,,4a992c2253354b8c8331b5efc76c99b0,,,,,,,2.0,,2020-05-04T18:06:24,,,,,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0726000970091 14.6233350641338),"POLYGON ((121.0725457744406 14.62335715930882, 121.0726328624146 14.6233824726564, 121.0726544877248 14.62331298667908, 121.0725672321128 14.6232876733315, 121.0725457744406 14.62335715930882))"
5061,262148269,way,9.0,,clinic,,,,,58519956.0,,,,daa10cb81f714fa8bcbb4b1cb1e12f94,,,,,,,2.0,,2018-04-29T07:24:56,,,,Toro Hills Health Center,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0212738941668 14.66423895259898),"POLYGON ((121.0211931226387 14.66429185983731, 121.0213229583189 14.66432052594615, 121.0213546419129 14.66418608021925, 121.0212248900518 14.66415733029137, 121.0211931226387 14.66429185983731))"
5441,767447369,way,15.0,,pharmacy,,,,,80176938.0,,,,eb94300a7a50480b9919500dc244d683,,,,,,,1.0,,2020-01-28T06:40:16,,,,Botika Pinoy],,Nunoy,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0865880393532 14.69690805946028),"POLYGON ((121.086532069533 14.69685588894254, 121.086534751742 14.69696284202703, 121.0866439679404 14.69696024363705, 121.0866413695504 14.69685329055255, 121.086532069533 14.69685588894254))"
5512,354708100,way,18.0,,pharmacy,,Quirino Highway,,,84104299.0,,,,af45ebd89e804c419ed466d9c71d7e9a,,,,,,,3.0,,2020-04-25T12:55:01,,,Quezon City,Mercury Drug,,RAytoun,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0700026211987 14.73564771401521),"POLYGON ((121.0698612184922 14.73562017946327, 121.0700425190578 14.73578178255647, 121.0701440239052 14.73567524856713, 121.0699627233396 14.73551364547396, 121.0698612184922 14.73562017946327))"
5575,113550717,way,6.0,,hospital,,,,,8160236.0,,,,aa7f26f7d6dc4a48a258da8da535f7e9,,,,,,,1.0,,2011-05-16T08:41:23,,,,,,shad0w,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0458974094322 14.67487410813601),"POLYGON ((121.0457106923354 14.67483176780189, 121.0459016320897 14.67492564511741, 121.0459836909218 14.67503486131577, 121.0460750536664 14.67497367342261, 121.0459875465972 14.67484651995147, 121.045767773096 14.67472724546931, 121.0457106923354 14.67483176780189))"
5663,795540212,way,25.0,,pharmacy,,E. Rodriguez Sr. Avenue,,,84044303.0,,,,bfe465c1445f442da1d1f814e9770adb,,24/7,,,,,1.0,,2020-04-24T07:30:31,,,Quezon City,Mercury Drug,,GOwin,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0259713565807 14.62205726959391),"POLYGON ((121.0257479326422 14.62215544585084, 121.0260497649755 14.62224957462348, 121.0261902456727 14.62199015472024, 121.0259149839725 14.62184204649117, 121.0257479326422 14.62215544585084))"
5749,93806644,way,18.0,,hospital,,North Avenue,,,85075631.0,,,,a38a7c73ae0648e8bf7a8190134a6925,,,,,,,8.0,,2020-05-12T09:19:57,,1100,Quezon City,Veterans Memorial Medical Center,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0400983589565 14.65628848413105),"POLYGON ((121.0377483872348 14.65541542437657, 121.0377586969757 14.65568867442002, 121.0378127602511 14.65682836179451, 121.0384230466212 14.6567322213651, 121.0386373718854 14.65759019297397, 121.0387429838653 14.65763159957564, 121.0388773457732 14.65767417964375, 121.0389490948644 14.65771994483509, 121.0390123782333 14.65778691624143, 121.039109021577 14.6578314241473, 121.0391680301753 14.65788079355698, 121.0392357559529 14.65802404028221, 121.0398225729941 14.65805429895266, 121.039978141117 14.65872728195848, 121.0412318223747 14.65846132417079, 121.0411309880795 14.65796595369324, 121.0415872988883 14.65786168281775, 121.0417256841097 14.65778976608851, 121.0418282786045 14.65764266368782, 121.0418705233965 14.65752758015725, 121.0418857784603 14.65743806143135, 121.0418964234773 14.65734602813453, 121.041898351315 14.65722566400495, 121.0417260193858 14.65597533550854, 121.0419043862853 14.65592915122207, 121.0422915463929 14.65582873602204, 121.0423303546046 14.65578003716462, 121.042352566648 14.65573125448813, 121.0423567575996 14.6556949608474, 121.0420769696717 14.65506967087066, 121.0419165400449 14.65471327234772, 121.0418277756903 14.65459433314169, 121.0417409391735 14.65449802507422, 121.0416766499761 14.65444463235099, 121.0416045656088 14.65440087881643, 121.0415353310886 14.65436827321309, 121.0414435492489 14.6543267827924, 121.0413464868101 14.65429719467417, 121.0412569680842 14.65429576975063, 121.0411702992054 14.65430465456799, 121.0410815348508 14.65431278501407, 121.0398394206195 14.65457606059277, 121.0381834918285 14.65494058956179, 121.0381149278606 14.65497302752706, 121.03804485515 14.65500739333007, 121.0379714296782 14.65505332615948, 121.0379013569677 14.65510805998719, 121.0378268418485 14.65517234918454, 121.0377927275026 14.65521819819489, 121.0377579426044 14.6553243969081, 121.0377483872348 14.65541542437657))"
5796,316043439,way,9.0,,clinic,,,,,47481202.0,,,,c2a3e8d8b37d4c99b68ccb7b449f7f14,,,,,,,3.0,,2017-04-05T16:08:19,,,,NGC Health Center,,Leontala Indiotov,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0793459178108 14.69656304743368),"POLYGON ((121.0792508778842 14.69651734387335, 121.0792966430756 14.69665396889508, 121.0794409794482 14.69660879043698, 121.0793951304379 14.69647208159623, 121.0792508778842 14.69651734387335))"
5881,541820647,way,9.0,,hospital,,,,,65336845.0,,,,5ac9ba2fdb63479fb2a70cdfc2fbb710,,,,,,,2.0,,2018-12-10T09:17:30,,,,Casaul General Hospital,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0205820132071 14.67937480369655),"POLYGON ((121.0204251726699 14.67948095803513, 121.0205318742974 14.67948355642511, 121.020530952288 14.67951616202845, 121.0206738637371 14.67951968242778, 121.0207220596804 14.67940585618268, 121.0207675734146 14.67926688422807, 121.0207490494086 14.6792603463436, 121.0204311238212 14.67925255117365, 121.0204251726699 14.67948095803513))"
5982,782867188,way,25.0,,clinic,general;paediatrics,Holy Spirit,,,91934621.0,,,,3998662b90814f78b534676031704c1d,,,,,,,3.0,,2020-10-04T14:12:35,17A B5,,Quezon City,Family Doc Diagnostics Clinic,,ianlopez1115,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0772888604569 14.6840423726621),"POLYGON ((121.0772273188201 14.68406543997588, 121.0773400554178 14.68407717464032, 121.0773440787313 14.68404607777956, 121.0773333498952 14.68404607777956, 121.0773400554178 14.68401229870977, 121.0772542247293 14.6840057608253, 121.0772542247293 14.68403048743966, 121.0772287437437 14.68403174472513, 121.0772273188201 14.68406543997588))"
6006,198734678,way,15.0,,hospital,,Pedro Tuazon,,,14463247.0,,,,dc39bdb8af2647dfb023296832ba4459,,,,,,,1.0,,2012-12-30T12:50:36,,,Quezon City,PNP Hospital,,ianlopez1115,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0518955123842 14.61536337380647),"POLYGON ((121.0517022443619 14.61532344039313, 121.0517142304835 14.61543952975208, 121.0518935193924 14.61542226303155, 121.0520887339173 14.61540331993038, 121.0520767477958 14.61528714675239, 121.0517022443619 14.61532344039313))"
6029,795424688,way,12.0,,hospital,,,,,84640496.0,,,,b4ee361688404c3a83cf8ed829a2f416,,,,,,,2.0,,2020-05-04T18:03:50,,,,clinic,,Gramosa,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0725526268363 14.62358513329652),"POLYGON ((121.0725210478262 14.62364583205411, 121.0725828224527 14.62364641878733, 121.0725842473762 14.62352446209616, 121.0725223889307 14.62352387536293, 121.0725210478262 14.62364583205411))"
6097,784554612,way,21.0,,hospital,,Batasan Hills,,,86218661.0,,,,0cadb3d03a334123855c3514c5d5af83,,,,,,,2.0,,2020-06-05T04:30:18,,1126,Quezon City,Rosario Maclang Bautista General Hospital,,jmres,,,,,hospital,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0891037631552 14.68609696184805),"POLYGON ((121.0885783435548 14.68608564627877, 121.0886441414947 14.68634347362038, 121.0896291827556 14.68610827741733, 121.0895633848157 14.68585045007572, 121.0885783435548 14.68608564627877))"
6115,25943731,way,12.0,,hospital,,,,,60219796.0,,,,3c3e28a95d0649d7a2291f495ed54702,,,,,,,5.0,yes,2018-06-27T14:06:58,,,,Fairview General Hospital,,Rally,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0720252003925 14.70567275992009),"POLYGON ((121.0719448758021 14.70555965719791, 121.0719470550969 14.70578739350714, 121.072105556886 14.70578588476457, 121.0721032937721 14.70555806463631, 121.0719448758021 14.70555965719791))"
6413,139497130,way,18.0,,dentist,,Maginhawa,,,71736656.0,,,,4affd3794034475eb57b5a79779792ae,,,,,,,4.0,,2019-06-29T14:08:56,,,Quezon City,Pizzaro Dental,,jenjereren,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0607165111186 14.64479087667408),"POLYGON ((121.0606018976945 14.64485447783503, 121.060822425567 14.64486738596591, 121.0608311427463 14.64472724054485, 121.0606105310547 14.644714416233, 121.0606018976945 14.64485447783503))"
6470,784127558,way,25.0,,,general;paediatrics;community;maternity,Faustino,local government,,91934621.0,,,,f650c68760fb41f4874083f8641e00f1,,,,,,,4.0,,2020-10-04T14:12:35,,1127,Quezon City,Barangay (Holy Spirit) Health Center,,ianlopez1115,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0766086855591 14.68384227547414),"POLYGON ((121.0765611251559 14.68378833425697, 121.0765611251559 14.68389738281726, 121.0766576846804 14.68389738281726, 121.0766536613669 14.68378447858152, 121.0765611251559 14.68378833425697))"
6472,262969832,way,12.0,,clinic,,,,,83311623.0,,,,fb7917e5d35c4219ba29f26d595b1b3b,,,,,,,2.0,,2020-04-09T13:27:43,,,,Murphy Super Health Center,,mapbeks,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0631950169029 14.61573338370328),"POLYGON ((121.0630828572148 14.61575167182627, 121.0632643254185 14.61582065488938, 121.0633071569437 14.61571504290939, 121.06312568874 14.61564614366532, 121.0630828572148 14.61575167182627))"
